Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS
2012,LAL,Kobe Bryant,33,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,6.2
2012,DEN,Kenneth Faried,22,46,1037,21.9,0.618,0,0.531,16.5,22.9,19.8,5.5,1.7,3.6,12.4,18.7,4.6
2012,NJN,Brook Lopez,23,5,136,21.9,0.527,0,0.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3
2013,BRK,Andray Blatche,26,82,1555,21.9,0.547,0.033,0.32,12.2,19.6,15.8,10.5,3,2.7,13.8,26.5,4.9
2016,MIN,Ricky Rubio,25,6,185,21.9,0.523,0.164,0.508,1.2,13.5,7.7,47.8,3.7,0,13.9,20.6,0.8
2016,MIN,Karl-Anthony Towns,20,6,173,21.9,0.554,0.039,0.237,9.9,27,18.9,7.8,0.3,8.4,10.6,23.8,0.7
1978,NYK,Bob McAdoo,26,79,3182,22,0.567,,0.412,7.8,24.7,16.4,13.4,1.4,2,15.8,26.1,10.9
1980,MIL,Marques Johnson,23,77,2686,22,0.585,0.007,0.29,9,13.7,11.4,15.1,1.7,1.4,11.5,23.9,11.5
1981,MIL,Marques Johnson,24,76,2542,22,0.583,0.008,0.33,10.1,12.4,11.3,19.7,2.1,0.9,12.6,23.3,11.2
1993,CLE,Brad Daugherty,27,71,2691,22,0.635,0.002,0.54,7.3,22.9,15.5,17.3,1,1.3,11.7,21.1,12.7
2001,DEN,Antonio McDyess,26,70,2555,22,0.538,0,0.373,10.1,26.1,18,10.8,0.9,2.7,10.7,26.5,7.8
2005,PHO,Steve Nash,30,75,2573,22,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,10.9
2005,PHI,Michael Bradley,25,2,16,22,0.765,0.2,0.4,0,21.3,10.5,12.7,0,0,14.5,19,0.1
2006,DEN,Carmelo Anthony,21,80,2941,22,0.563,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,9.4
2006,PHO,Dijon Thompson,22,10,43,22,0.541,0.44,0.08,10.6,17.7,14.2,3.9,3.5,1.6,7.2,29.1,0.1
2007,NOK,Chris Paul,21,64,2353,22,0.537,0.164,0.41,2.6,11.3,6.9,41.3,2.7,0.1,13.5,23.1,8.8
2012,DET,Greg Monroe,21,66,2082,22,0.563,0.001,0.348,13.3,23.6,18.3,14,2.1,1.7,15.2,23.6,7
2012,SAS,Tony Parker,29,60,1923,22,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,7.1
2014,MIA,Dwyane Wade,32,54,1775,22,0.588,0.042,0.339,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,5.5
2014,ATL,Al Horford,27,29,958,22,0.588,0.026,0.202,8,21.4,14.8,15.2,1.4,3.6,12.3,24.7,2.8
2015,SAS,Kawhi Leonard,23,64,2033,22,0.567,0.234,0.307,4.8,20.6,12.9,13,3.7,1.8,9.4,23,8.6
2016,DEN,Kenneth Faried,26,7,194,22,0.606,0,0.362,13.2,24.7,19,7.6,0.8,2.5,13,20.4,0.7
1978,PHO,Walter Davis,23,81,2590,22.1,0.577,,0.312,6.2,13.2,9.6,16.5,1.9,0.4,14.3,28.5,10.1
1979,SDC,World B. Free,25,78,2954,22.1,0.552,,0.523,4.6,6.3,5.4,17.1,1.7,0.6,12.7,29.9,10.1
1985,MIL,Terry Cummings,23,79,2722,22.1,0.536,0.001,0.302,10,19.1,14.6,13.5,2.1,1.5,9.9,28.8,10.7
1987,DAL,Mark Aguirre,27,80,2663,22.1,0.56,0.094,0.35,7.5,9.8,8.7,15.7,1.5,0.6,10.6,31.3,8.9
1989,NYK,Patrick Ewing,26,80,2896,22.1,0.607,0.005,0.378,8,20.7,14.2,9.5,1.9,5.6,15.1,23.6,10.9
1991,POR,Clyde Drexler,28,82,2852,22.1,0.563,0.143,0.392,8.3,12.8,10.6,25.7,2.4,1.3,12.9,25.7,12.4
1993,CLE,Mark Price,28,75,2380,22.1,0.609,0.297,0.309,1.9,7.6,4.8,38.1,1.9,0.3,14.9,24.5,9.8
1995,HOU,Clyde Drexler,32,35,1300,22.1,0.613,0.319,0.369,6.3,15,10.9,19.9,2.4,1.2,12.7,24.2,5.2
1995,CHI,Michael Jordan,31,17,668,22.1,0.493,0.079,0.337,4.4,16.2,10.3,24.2,2.3,1.5,7,33.2,2.3
1996,LAL,Cedric Ceballos,26,78,2628,22.1,0.599,0.153,0.34,9.7,13.9,11.9,7.9,1.9,0.6,10.8,26.5,9.8
1997,UTA,John Stockton,34,82,2896,22.1,0.656,0.237,0.428,2.1,7.4,4.9,46,3.1,0.4,21.6,18.4,13.6
2001,SEA,Gary Payton,32,79,3244,22.1,0.522,0.171,0.223,2.6,10.1,6.4,36.6,2.1,0.6,10.7,27.2,10.8
2006,NOK,Chris Paul,20,78,2808,22.1,0.546,0.187,0.491,2.5,14.8,8.5,38.2,3.4,0.2,13.7,22.2,10.4
2007,DEN,Carmelo Anthony,22,65,2486,22.1,0.552,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,7.3
2009,TOR,Chris Bosh,24,77,2928,22.1,0.569,0.039,0.489,8.7,22.1,15.5,11.6,1.2,2,10.2,26.9,9.7
2011,UTA,Deron Williams,26,53,2009,22.1,0.587,0.32,0.439,1.9,10.5,6.2,43.6,1.7,0.5,16.3,26.2,6.7
2013,NYK,Amar'e Stoudemire,30,29,682,22.1,0.637,0,0.487,10,15.1,12.4,3.6,0.8,2.7,13.4,25.7,2.7
2016,DEN,J.J. Hickson,27,5,89,22.1,0.6,0,0.688,7.2,27,17.2,8.6,0.6,6.4,12.6,23.1,0.3
1980,DEN,Dan Issel,31,82,2938,22.2,0.571,0.008,0.471,8.2,17.5,12.7,10.7,1.4,1,8.7,25,11.5
1980,SDC,Bill Walton,27,14,337,22.2,0.525,0,0.335,8.7,32.5,20.2,15.5,1.1,6.1,16.7,26.3,0.8
1982,DEN,Alex English,28,82,3015,22.2,0.596,0.005,0.285,7.7,12,9.9,19.9,1.3,2,13,25.3,9.5
1984,DEN,Alex English,30,82,2870,22.2,0.57,0.004,0.249,7.7,9.3,8.5,20.9,1.3,1.7,10.5,27.9,8.2
1985,DET,Isiah Thomas,23,81,3089,22.2,0.529,0.08,0.35,3.7,8.7,6.1,47.9,2.8,0.4,15.7,24,11.2
1987,PHO,Larry Nance,27,69,2569,22.2,0.607,0.005,0.464,8.4,17.6,13.1,13.5,1.6,3.3,10.4,22.6,10.2
1987,POR,Ron Rowan,24,7,16,22.2,0.558,0.111,0.444,7.2,0,3.5,9.3,11.4,0,21.8,33.8,0
1987,MIL,Cedric Henderson,21,2,6,22.2,0.773,0,0.667,18.3,75.1,46.4,0,0,0,43.6,46.9,0
1989,DAL,Roy Tarpley,24,19,591,22.2,0.577,0.004,0.397,14.5,26,20.3,4.8,2.4,3,13.7,24.1,2
1990,POR,Clyde Drexler,27,73,2683,22.2,0.551,0.078,0.317,8.3,12.3,10.3,24.8,2.5,1.2,11,25.5,11.6
1990,CHH,Ralph Lewis,26,3,20,22.2,0.727,0,0.333,21.4,12.1,17,0,2.4,0,12.7,16.8,0.1
1992,ATL,Dominique Wilkins,32,42,1601,22.2,0.552,0.14,0.385,6.7,13.1,9.8,16.1,1.6,0.9,10.2,30.7,5.1
1998,LAL,Mario Bennett,24,45,354,22.2,0.573,0.015,0.326,19.7,20.6,20.1,9,2.8,2.2,12,21.8,1.5
1999,PHI,Allen Iverson,23,48,1990,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3,0.3,11.7,32.6,7.2
1999,ORL,Darrell Armstrong,30,50,1502,22.2,0.575,0.362,0.341,4,10,7,40.8,3.9,0.2,20.8,22.9,6.4
2003,NJN,Jason Kidd,29,80,2989,22.2,0.526,0.297,0.324,4.2,15.1,9.6,42.2,3.1,0.6,17.2,25.9,11.3
2006,SEA,Ray Allen,30,78,3022,22.2,0.59,0.435,0.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,9.5
2009,LAL,Pau Gasol,28,81,2999,22.2,0.617,0.002,0.42,10,19.3,14.7,14.8,0.9,2.1,11.3,20.4,13.9
2010,NYK,David Lee,26,81,3019,22.2,0.584,0.006,0.262,8.4,27.6,17.9,17.5,1.4,1,11.9,23.8,10.3
2010,DEN,Carmelo Anthony,25,69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,7.9
1979,CHI,Artis Gilmore,29,82,3265,22.3,0.619,,0.448,9.9,25,17.5,12.9,0.7,2.6,16.5,23,12.7
1991,DEN,Michael Adams,28,66,2346,22.3,0.53,0.397,0.372,2.1,8.8,5.2,39.4,2.6,0.1,12.7,28.5,6.3
2001,BOS,Paul Pierce,23,82,3120,22.3,0.563,0.254,0.488,3.4,16.7,9.8,16.9,2.3,1.7,12.5,30.6,10.4
2001,UTA,John Stockton,38,82,2397,22.3,0.61,0.203,0.427,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,10.8
2002,BOS,Paul Pierce,24,82,3302,22.3,0.57,0.325,0.402,2.6,16.5,9.4,15.7,2.4,2,11.4,29.3,12.9
2003,MIL,Sam Cassell,33,78,2700,22.3,0.565,0.14,0.385,2.5,12.4,7.4,29.6,1.7,0.4,11.5,26.5,9.6
2005,SAS,Manu Ginobili,27,74,2193,22.3,0.609,0.331,0.567,4,13.6,8.8,23,2.9,0.9,15,24.3,11
2007,MIL,Michael Redd,27,53,2036,22.3,0.586,0.299,0.406,2.4,9,5.7,11,1.6,0.3,9.2,29.5,6.1
2009,PHO,Shaquille O'Neal,36,75,2252,22.3,0.623,0.001,0.617,10.1,22.3,16.4,8.9,1.1,3.5,13.6,24.2,7.8
2015,BOS,Isaiah Thomas,25,21,545,22.3,0.579,0.488,0.481,1.4,7.5,4.4,35.2,1.1,0,13.5,32.1,2.1
2015,DAL,Amar'e Stoudemire,32,23,380,22.3,0.605,0.006,0.33,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,1.4
2016,SAC,DeMarcus Cousins,25,4,110,22.3,0.492,0.2,0.6,11.2,34.9,22.3,15.4,1.3,3,13.7,38.2,0.2
2016,CHO,Jeremy Lamb,23,5,106,22.3,0.608,0.396,0.063,4,15,9.3,10.5,0.9,3.2,7.5,22.5,0.3
1982,CHI,Artis Gilmore,32,82,2796,22.4,0.702,0.001,0.659,9.5,23.7,16.9,7.5,0.8,4.3,17.4,19.6,12.1
1986,PHI,Charles Barkley,22,80,2952,22.4,0.619,0.072,0.555,13.4,25.4,19.4,16,2.8,2.4,21.3,22.4,10.8
1998,MIA,Alonzo Mourning,27,58,1939,22.4,0.595,0,0.635,12.1,21.4,16.9,5.2,1.1,4.9,16,26.8,7.5
1999,MIN,Kevin Garnett,22,47,1780,22.4,0.493,0.016,0.229,9.7,22,15.4,21.3,2.3,3.5,12,27.8,5.4
2000,UTA,John Stockton,37,82,2432,22.4,0.591,0.167,0.354,2.3,8.3,5.4,48.1,3.1,0.5,17.6,19.3,11.2
2001,CLE,Etdrick Bohannon,27,6,19,22.4,0.694,0,1,18.3,24.3,21.3,0,0,7.7,14.8,16.1,0.1
2004,NYK,Bruno Sundov,23,1,4,22.4,1,0,0,0,0,0,52.7,0,0,0,11.6,0
2005,LAC,Elton Brand,25,81,3001,22.4,0.554,0.002,0.387,12.2,18.4,15.4,13.3,1.1,4.3,11.1,25.4,10.6
2006,SAS,Manu Ginobili,28,65,1813,22.4,0.593,0.324,0.538,2.8,12,7.5,22.2,3,1,12.8,25,8.8
2013,LAC,Blake Griffin,23,80,2598,22.4,0.572,0.026,0.397,8.7,21.5,15.2,19.9,2,1.6,12.8,25.4,10.6
1985,PHI,Moses Malone,29,79,2957,22.5,0.577,0.002,0.704,14.8,24.4,19.7,6.6,1.1,2.4,14.5,26.8,11.9
1994,UTA,John Stockton,31,82,2969,22.5,0.608,0.172,0.389,2.8,7.1,5,53.1,3.5,0.5,20.7,19.1,13.2
1997,IND,Darvin Ham,23,1,5,22.5,0.798,0,2,0,0,0,0,10.8,0,34.7,26.6,0
1999,PHO,Jason Kidd,25,50,2060,22.5,0.527,0.176,0.342,4.8,14.5,9.6,44,3,0.7,15.7,21.4,8.1
1999,MIL,Sam Cassell,29,4,99,22.5,0.525,0.068,0.432,4.9,6,5.5,31.5,3.3,0,13.3,29.1,0.4
2004,DAL,Dirk Nowitzki,25,77,2915,22.5,0.561,0.221,0.323,3.3,22.2,12.5,11.3,1.6,2.6,8.3,24.5,11.5
2005,MEM,Pau Gasol,24,56,1790,22.5,0.582,0.009,0.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,6.8
2008,HOU,Yao Ming,27,55,2044,22.5,0.587,0.002,0.477,9.6,22.9,16.4,11.5,0.6,4,15.1,27.1,8.3
2010,SAS,Manu Ginobili,32,75,2150,22.5,0.584,0.388,0.393,3.8,11.6,7.7,28.2,2.5,0.8,12.7,25.8,9.7
2012,SAS,Tim Duncan,35,58,1634,22.5,0.531,0.005,0.34,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,5.9
2016,ATL,Paul Millsap,30,9,312,22.5,0.581,0.333,0.423,5.9,21.4,13.9,18.3,3.3,2.6,12.6,21.5,1.3
1979,PHO,Paul Westphal,28,81,2641,22.6,0.58,,0.271,1.5,5.1,3.3,29.9,1.9,0.5,12.2,27.8,10.4
1982,BOS,Larry Bird,25,77,2923,22.6,0.557,0.037,0.269,7.7,23.4,15.8,22.5,2.3,1.2,13.8,25.2,12.5
1982,BOS,Robert Parish,28,80,2534,22.6,0.571,0,0.287,12.8,24.5,18.8,8.4,1.3,4.1,13.7,25.5,10
1983,MIL,Sidney Moncrief,25,76,2710,22.6,0.602,0.009,0.522,8.2,9.5,8.9,16.9,2,0.5,12.2,24.7,13.2
1984,LAL,Magic Johnson,24,67,2567,22.6,0.628,0.037,0.459,4.7,16.1,10.8,42.5,2.7,1,24.6,19.5,10.2
1995,CHI,Scottie Pippen,29,79,3014,22.6,0.559,0.239,0.333,6.9,18.2,12.5,22.8,4,2.2,15.2,26.3,11.8
1996,SEA,Shawn Kemp,26,79,2631,22.6,0.631,0.013,0.709,13,26.9,20.3,11.5,1.8,3.8,20.4,26.2,11.2
1998,SAS,Tim Duncan,21,82,3204,22.6,0.577,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26,12.8
2003,DAL,Steve Nash,28,82,2711,22.6,0.576,0.241,0.304,2.6,7,4.8,36.3,1.6,0.2,13.2,24.4,11.6
2004,UTA,Andrei Kirilenko,22,78,2895,22.6,0.559,0.216,0.533,9.5,17.5,13.5,15.7,2.9,6.3,15.8,21.9,11.6
2007,TOR,Chris Bosh,22,69,2658,22.6,0.577,0.032,0.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,9.6
2008,LAL,Andrew Bynum,20,35,1008,22.6,0.659,0,0.397,12.1,26.6,19.6,9.6,0.6,5.1,13,17.5,4.8
2010,PHO,Amar'e Stoudemire,27,82,2838,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,10.7
2011,MEM,Zach Randolph,29,75,2724,22.6,0.552,0.036,0.333,14.2,26,20.1,10.2,1.2,0.7,10,25,10.5
2014,DET,Andre Drummond,20,81,2619,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2,4,10.7,16.7,9.9
2015,SAS,Tim Duncan,38,77,2227,22.6,0.56,0.009,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,9.6
1980,SDC,World B. Free,26,68,2585,22.7,0.544,0.016,0.488,5.2,4.7,5,18,1.5,0.7,10.8,32.7,8
1980,UTA,Carl Kilpatrick,23,2,6,22.7,0.521,0,1,20.3,56.3,39,0,0,0,0,20.6,0
1984,NYK,Bernard King,27,77,2667,22.7,0.619,0.003,0.403,5.6,12.3,9,11.1,1.4,0.4,10.7,28.7,12.1
1986,LAL,Kareem Abdul-Jabbar,38,79,2629,22.7,0.603,0.001,0.328,6,14.2,10.3,15.7,1.2,2.7,11.7,26.6,10.8
1990,GSW,Chris Mullin,26,78,2830,22.7,0.643,0.184,0.447,5.2,12,8.7,17.5,2,0.9,13.6,24.8,10.2
1991,MIL,Ricky Pierce,31,46,1327,22.7,0.605,0.129,0.432,3.3,7.3,5.3,12.7,1.4,0.5,9.8,30.7,5.3
1992,CLE,Mark Price,27,72,2138,22.7,0.61,0.291,0.318,2.1,6.8,4.5,37.9,2.2,0.3,13.5,24.1,9.1
1994,CLE,Mark Price,29,76,2386,22.7,0.586,0.296,0.267,1.9,9.2,5.6,42,2.3,0.3,14.4,24.6,10
1995,POR,Clyde Drexler,32,41,1428,22.7,0.55,0.337,0.348,6.4,12.4,9.3,24.2,2.7,1.2,10.6,27.2,6.5
1996,MIA,Alonzo Mourning,25,70,2671,22.7,0.584,0.028,0.662,9.7,21.7,15.9,11.4,1.4,5.5,15.9,28.1,9.9
1997,HOU,Hakeem Olajuwon,34,78,2852,22.7,0.558,0.011,0.313,7.4,21,14.5,16.2,2.1,4.5,14.8,30.4,9.1
2001,NJN,Stephon Marbury,23,67,2557,22.7,0.54,0.262,0.359,2.3,7,4.6,40.8,1.6,0.1,11.8,29.7,7.8
2003,BOS,Paul Pierce,25,79,3096,22.7,0.532,0.246,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13,33.2,10.1
2006,MEM,Pau Gasol,25,80,3135,22.7,0.555,0.01,0.517,7.5,20,13.8,23.7,0.8,3.9,13.8,26.4,12
2008,MIN,Al Jefferson,23,82,2919,22.7,0.535,0.003,0.273,11.9,24.7,18.1,7.5,1.3,3.2,9.4,27.5,7.7
2009,HOU,Yao Ming,28,77,2589,22.7,0.618,0.001,0.426,9.6,24.1,17.1,10,0.6,4.2,16,26.2,10.6
2011,NYK,Amar'e Stoudemire,28,78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,8
2012,POR,LaMarcus Aldridge,26,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,7
2014,CHA,Al Jefferson,29,73,2553,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,7.8
2015,CHI,Pau Gasol,34,78,2681,22.7,0.55,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4,10.7,24.7,10.4
2015,BRK,Brook Lopez,26,72,2100,22.7,0.558,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,7
2015,MEM,Russ Smith,23,6,36,22.7,0.603,0.333,0.867,3.2,6.3,4.8,27.3,4.3,0,19.4,32.8,0.2
2016,DET,Reggie Jackson,25,7,229,22.7,0.535,0.214,0.305,1.7,12.8,6.9,32.9,2,0.7,16.3,32.9,0.8
2016,MIA,Dwyane Wade,34,7,205,22.7,0.527,0.138,0.339,2.8,7.2,5.1,26.7,2,1.9,11.3,32,0.7
2016,TOR,Jonas Valanciunas,23,7,198,22.7,0.653,0,0.47,10.3,29.1,19.8,2.9,0.8,2.1,12.1,19.8,1
1983,SDC,Terry Cummings,21,70,2531,22.8,0.557,0.001,0.315,12.6,21.6,16.7,10.9,2.4,1.4,12,26,8.7
1990,PHO,Kevin Johnson,23,74,2782,22.8,0.585,0.035,0.516,1.8,8.4,5.3,44.4,1.6,0.3,15.6,25,11.6
1991,PHI,Johnny Dawkins,27,4,124,22.8,0.687,0.098,0.268,0,14.2,7.2,37.1,1.2,0,14.9,19,0.6
1992,NYK,Patrick Ewing,29,82,3150,22.8,0.563,0.004,0.335,8.4,24.9,16.8,8.5,1.4,5,10.7,27.2,13
1992,UTA,John Stockton,29,82,3002,22.8,0.59,0.217,0.39,2.7,7.3,5.1,53.7,4.1,0.4,20.6,19.9,13.4
1994,PHO,Charles Barkley,30,65,2298,22.8,0.563,0.17,0.432,9.8,25.6,17.8,20,2.2,1,14.2,26.5,8.8
1996,PHO,Kevin Johnson,29,56,2007,22.8,0.617,0.085,0.591,2.5,10.2,6.4,41.5,2.1,0.5,16.7,22.6,8.2
2001,DAL,Dirk Nowitzki,22,82,3125,22.8,0.601,0.313,0.431,4.4,22.1,13.5,9.4,1.3,2.3,9.5,23.8,14.6
2001,POR,Gary Grant,35,4,17,22.8,0.714,0,0,0,0,0,12.6,0,0,0,19.1,0.1
2004,MIN,Sam Cassell,34,81,2838,22.8,0.566,0.146,0.261,1.9,8.7,5.5,38,1.9,0.5,13.5,27.2,12.1
2004,BOS,Kendrick Perkins,19,10,35,22.8,0.58,0,0.6,16.7,28.9,22.9,17.4,0,4.4,20.9,31.1,0.1
2007,POR,Zach Randolph,25,68,2425,22.8,0.537,0.037,0.374,10,25.6,17.6,12.8,1.2,0.5,12.6,33.1,5.7
2011,NYK,Carmelo Anthony,26,27,977,22.8,0.575,0.233,0.351,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31,3.2
2012,UTA,Al Jefferson,27,61,2075,22.8,0.52,0.004,0.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,7.5
2015,POR,LaMarcus Aldridge,29,71,2512,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1,1.9,7.2,30.2,8.6
2015,LAC,Blake Griffin,25,67,2356,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,9
2015,MIN,Arinze Onuaku,27,6,68,22.8,0.771,0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.3
1981,SAS,George Gervin,28,82,2765,22.9,0.555,0.02,0.359,5.2,11.1,8.2,15.8,1.6,1.1,11.1,32.3,10.5
1982,LAL,Magic Johnson,22,78,2991,22.9,0.59,0.028,0.418,9.5,17.5,13.7,31,3.2,0.6,18.9,20.1,12.9
1984,PHI,Julius Erving,33,77,2683,22.9,0.562,0.016,0.365,8.3,14.1,11.2,19.3,2.5,3,13,27.2,10.1
1985,LAL,Kareem Abdul-Jabbar,37,79,2630,22.9,0.628,0.001,0.327,7.7,18.2,13.5,13.1,1.1,3.3,12.5,24.3,11.2
1988,HOU,Richard Anderson,27,12,53,22.9,0.567,0.577,0.192,17.8,15.7,16.8,11.2,0.9,0,3.4,22.1,0.3
1989,UTA,John Stockton,26,82,3171,22.9,0.624,0.072,0.49,3.1,5.4,4.3,54.3,4.1,0.3,21.5,19.1,15.6
1990,NJN,Derrick Gervin,26,21,339,22.9,0.531,0.015,0.452,8.5,12.1,10.2,4.5,2.9,1.2,4.8,29.4,1.3
1993,ORL,Shaquille O'Neal,20,81,3071,22.9,0.584,0.002,0.553,13.4,27.1,20.6,8.5,1,5.7,15.9,27,10.4
1994,UTA,Karl Malone,30,82,3329,22.9,0.55,0.021,0.474,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28,13.4
1994,NYK,Patrick Ewing,31,79,2972,22.9,0.551,0.009,0.387,8.5,24.9,16.9,11.3,1.6,5.1,12.9,29.8,13.1
1994,SEA,Shawn Kemp,24,79,2597,22.9,0.593,0.004,0.496,14.2,24.7,19.4,12.4,2.8,4.6,17.7,24.2,11.7
1997,PHO,Kevin Johnson,30,70,2658,22.9,0.631,0.227,0.579,2.4,8.7,5.6,39.3,2,0.3,16.3,22.6,11.7
2001,MIL,Ray Allen,25,82,3129,22.9,0.61,0.357,0.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,13.7
2002,SEA,Gary Payton,33,82,3301,22.9,0.526,0.15,0.212,2.9,11.1,7.1,39.4,2.1,0.6,10.8,27.2,12.6
2005,HOU,Tracy McGrady,25,78,3182,22.9,0.526,0.262,0.336,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,12
2005,IND,Jermaine O'Neal,26,44,1530,22.9,0.52,0.007,0.458,6.7,23.3,15.1,12.8,0.9,4.4,11.3,36.2,3.8
2008,ORL,Dwight Howard,22,82,3088,22.9,0.619,0.004,0.921,10.9,31.6,21.7,6.1,1.2,4.2,16.1,24.2,12.9
2009,SAS,Manu Ginobili,31,44,1181,22.9,0.594,0.426,0.387,2.5,17.3,10,23.1,2.9,1,13.3,27.2,5
2010,DAL,Dirk Nowitzki,31,81,3039,22.9,0.578,0.081,0.392,3.1,20.1,11.7,13,1.2,2,7.8,28.8,12.3
2010,LAL,Pau Gasol,29,65,2403,22.9,0.593,0.006,0.429,11.4,22.7,17.1,15,0.8,3.5,12.5,21.4,11
2012,OKC,Russell Westbrook,23,66,2331,22.9,0.538,0.155,0.326,5,9.4,7.4,29.8,2.5,0.7,14.2,32.7,7.9
2012,LAL,Andrew Bynum,24,60,2112,22.9,0.594,0.006,0.425,10.6,26.1,18.7,7.4,0.7,4,13.9,23.8,8
2016,PHO,Eric Bledsoe,26,7,241,22.9,0.541,0.213,0.361,0.8,9.3,5,31.7,2.9,1.7,12.4,27.5,0.9
1979,PHO,Walter Davis,24,79,2437,23,0.606,,0.3,5.1,11.8,8.5,21.1,2.7,0.6,16,29,9.4
1983,LAL,Magic Johnson,23,79,2907,23,0.603,0.023,0.407,8.5,17.1,13,34.4,2.8,0.9,21.5,19,12.5
1983,BOS,Robert Parish,29,78,2459,23,0.582,0.001,0.345,11.4,24.6,18.1,8.4,1.5,3.3,12.5,23.6,10.8
1986,WSB,Claude Gregory,27,2,2,23,0.5,0,0,100,0,54.1,0,24.2,0,50,83.6,0
1992,CLE,Brad Daugherty,26,73,2643,23,0.629,0.002,0.528,8.4,23.1,16,15.3,1.2,1.7,12.9,23.6,11.7
1997,HOU,Charles Barkley,33,53,2009,23,0.581,0.296,0.6,12.9,27.7,20.7,20.6,1.8,0.9,14.7,23.2,9.4
2012,CHI,Derrick Rose,23,39,1375,23,0.532,0.249,0.344,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,6
2013,LAL,Kobe Bryant,34,78,3013,23,0.57,0.255,0.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,10.9
2013,HOU,James Harden,23,78,2985,23,0.6,0.364,0.592,2.4,11.9,7.2,25.7,2.4,1,14.9,29,12.8
2013,SAS,Tony Parker,30,66,2174,23,0.588,0.068,0.332,1,9.1,5.3,40.4,1.3,0.2,13,27.7,9.3
1982,DEN,Dan Issel,33,81,2472,23.1,0.608,0.005,0.53,7.7,18.3,13.2,9.8,1.2,1.1,10,26,9.8
1983,PHI,Julius Erving,32,72,2421,23.1,0.566,0.006,0.372,7.9,13.3,10.7,16.5,2.2,3,12.6,25.5,10.9
1988,LAL,Magic Johnson,28,72,2637,23.1,0.581,0.056,0.491,4,14.8,9.7,45.4,2.1,0.3,18.2,23.4,10.9
1999,SEA,Gary Payton,30,50,2008,23.1,0.519,0.304,0.299,3.5,10.6,7,41.3,2.9,0.4,12.9,27.1,7.2
1999,HOU,Hakeem Olajuwon,36,50,1784,23.1,0.559,0.018,0.375,7.4,22.8,15.7,9.5,2.5,4.8,14.1,25.9,6.5
1999,HOU,Charles Barkley,35,42,1526,23.1,0.546,0.05,0.532,13.7,25.1,19.8,22.1,1.5,0.6,13.9,22.2,6.8
2004,POR,Kaniel Dickens,25,3,12,23.1,0.902,0,0.667,20,0,9.9,0,0,0,20.5,19.3,0
2005,MIA,Dwyane Wade,23,77,2974,23.1,0.561,0.034,0.578,4.5,10.8,7.8,31,2.2,2,16.3,30.9,11
2006,SAS,Tim Duncan,29,80,2784,23.1,0.523,0.004,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,10.8
2007,LAC,Elton Brand,27,80,3077,23.1,0.581,0.001,0.381,10.5,18.3,14.5,14.7,1.3,4.5,12.5,24.3,11.5
